1 10 13264 575 2 686 452 3232 38 2378 834 435 259 864 295 2341 120 2405 242 242 568 3423 457
2 10 16450 3604 951 2465 977 2261 29 354 28 3103 547 2055 660 1878 731 800 486 2439 89 1604 543
3 10 16187 3200 702 2023 297 2759 32 2625 936 2078 334 518 30 3408 671 677 572 2191 350 755 602
4 10 12576 2559 790 664 937 235 833 3315 70 1413 294 2616 741 648 877 2118 235 787 675 1366 298
5 10 17951 2196 943 2513 954 3821 213 2349 862 2139 833 793 216 3803 427 2366 67 1380 72 1079 650
6 10 17430 2831 701 992 86 3848 477 2426 743 1816 782 3002 691 1226 708 3249 46 1790 744 608 138
7 10 15123 2769 780 1863 867 2888 539 1328 198 2479 350 3618 316 699 768 429 330 547 471 2284 305
8 10 15478 3272 740 405 950 2663 48 1286 982 1516 795 876 100 2569 392 1042 933 2009 313 3710 927
9 10 17188 1747 672 2551 944 3863 208 806 575 3201 770 3096 731 272 839 910 617 1936 102 3103 773
10 10 19889 3543 773 3621 96 3464 639 1635 553 736 260 1647 161 2512 162 3016 268 1525 887 3163 796
11 10 20034 257 99 1904 188 3616 558 3133 634 2767 475 3485 399 3074 132 2932 770 2343 63 1532 948
12 10 15943 498 637 1814 264 3184 283 1737 676 173 890 2579 528 3674 232 2538 646 3508 324 224 660
13 10 17972 2300 577 3233 657 968 343 456 599 2006 863 3920 751 2565 853 2343 309 2791 826 1884 375
14 10 21022 1364 281 3396 167 2314 933 776 990 2817 265 2069 398 2012 970 3919 457 3968 185 3643 875
15 10 14240 1690 185 928 226 1197 463 890 434 3775 218 3106 408 978 943 297 909 1273 663 3667 859
16 10 10718 320 301 1546 701 387 183 2838 511 1121 825 1513 631 2155 841 1836 925 1414 10 268 807
17 10 11635 2235 332 1442 534 890 448 2523 157 1177 529 811 981 1150 450 3156 84 493 785 667 490
18 10 19435 3290 71 1919 52 3238 822 1606 468 1814 857 3378 118 3960 711 1609 813 2457 444 1023 237
19 10 13136 1186 406 972 927 3557 947 2677 498 1248 173 248 225 1534 150 475 509 3223 870 1301 498
20 10 16587 3153 440 2801 801 1537 719 351 274 476 443 3958 300 2289 110 1051 604 1603 234 3515 378
21 10 16696 1544 962 2487 462 1999 42 2634 8 3712 243 1073 330 1391 677 3640 296 1031 994 1360 317
22 10 11016 15 945 2269 642 1278 933 679 142 1132 580 3672 852 216 289 3265 93 232 34 1012 976
23 10 11256 1566 599 59 276 765 746 3202 895 4000 324 21 788 1716 898 1514 260 836 632 391 963
24 10 16224 2639 7 1328 429 3094 316 1294 982 3418 1 827 928 2145 489 283 150 2130 706 3123 839
25 10 17715 1391 67 3852 602 478 773 2227 151 2527 896 3499 472 1541 278 3344 472 2004 221 1281 765
26 10 20843 773 141 2581 867 3889 592 3526 175 2364 448 602 884 2611 904 1892 302 3820 376 3996 595
27 10 10812 1924 658 329 673 3065 590 656 957 749 228 993 524 688 494 3842 473 610 420 659 440
28 10 18343 2019 594 1163 210 1540 912 1716 421 3069 120 3259 362 3118 921 2787 633 3584 799 674 898
29 10 15676 3401 789 1659 407 400 376 2777 439 3591 724 1570 150 2944 826 2144 877 649 959 461 904
30 10 15708 10 751 3189 416 3459 932 300 915 1271 238 2842 55 1649 940 3737 840 2378 39 800 334
31 10 14425 1264 688 3466 11 3439 4 1504 233 1188 297 641 779 797 903 3147 168 789 657 1797 782
32 10 12582 659 394 939 411 367 412 1188 59 3158 409 1658 955 768 564 63 798 3913 280 3015 141
33 10 18039 1720 273 2503 869 3173 909 2053 465 3003 299 2950 358 2172 967 1394 613 129 460 3452 316
34 10 19447 2303 37 532 566 3731 401 3427 871 2751 462 3573 617 808 182 1805 19 2862 527 2517 494
35 10 15462 1802 91 2476 522 1643 273 3697 530 471 768 963 33 2895 105 2097 187 3115 568 169 977
36 10 15074 2045 908 3817 141 2484 144 2017 365 2046 931 1266 75 2369 176 514 749 1422 284 863 526
37 10 17960 153 869 1880 849 2641 925 3277 457 2945 833 3650 142 3132 694 2021 261 920 320 1831 307
38 10 16788 3532 904 144 527 3652 364 919 65 3025 570 3784 812 2880 236 1048 436 519 665 1483 906
39 10 15156 2229 57 1522 4 1885 43 3501 376 1455 506 1857 606 1713 185 3081 502 1067 19 636 659
40 10 19301 3393 67 989 117 3350 973 1042 419 3472 816 3789 572 3591 612 488 123 1855 246 2158 485
41 10 16942 227 674 1234 166 1118 570 3982 687 945 157 3491 743 3957 655 3798 599 309 652 2117 693
42 10 23028 1711 494 2934 72 3384 259 2857 916 3245 882 1486 294 3868 229 3859 530 3596 595 1845 81
43 10 11882 2608 687 317 676 223 637 11 323 1724 551 95 256 2073 757 1429 20 3098 19 3275 693
44 10 19920 2831 640 3869 7 2609 970 993 118 1072 607 374 754 3964 82 1469 573 3964 375 3755 648
45 10 15048 33 516 400 899 1152 735 1825 925 298 32 2480 484 3773 281 2940 869 2855 489 3055 24
46 10 16337 2885 587 1199 408 2307 892 3071 134 2120 315 2851 979 524 776 447 630 2492 386 2526 931
47 10 14731 2963 134 1873 875 3628 525 486 495 1302 771 518 815 3903 537 1973 135 1622 595 146 99
48 10 15747 1244 793 474 858 946 391 2121 320 3695 828 3012 682 2205 426 3730 297 668 966 1589 369
49 10 15369 3985 14 1522 839 1798 329 1919 561 2168 969 2159 552 1150 140 80 540 3467 792 964 992
50 10 12712 1214 448 3462 972 459 837 324 465 2565 336 335 820 2048 909 1555 934 617 999 3311 784
