1 12 38619 1293 1 1543 226 7272 19 5350 417 978 130 1944 148 5266 60 5411 121 544 284 7701 229 2419 451 8553 309
2 12 34132 5086 15 795 14 6981 274 4622 330 4225 366 1799 243 5488 45 3608 272 794 400 6317 253 2666 345 285 329
3 12 45392 4674 167 1166 15 7667 336 1524 286 4929 175 1699 301 8796 320 7109 83 8425 30 7490 415 624 177 2638 327
4 12 47011 1458 439 4766 118 1770 338 3072 149 7686 275 8487 315 8582 478 1917 294 7758 268 7490 100 1937 476 3841 296
5 12 44805 3104 36 2427 325 5702 354 6304 124 774 481 4293 304 6683 227 7035 376 6217 154 6366 407 414 224 6688 76
6 12 45223 4880 347 7020 233 7801 361 4845 166 1780 310 3150 453 2839 88 6911 54 2964 69 4239 286 2738 341 7362 370
7 12 53819 8542 333 424 161 8831 190 7154 110 900 322 3523 131 8391 252 2813 464 8336 258 3931 336 5739 472 8690 104
8 12 55104 5173 401 6923 387 6571 34 7550 114 5553 242 914 388 6950 69 7972 387 8147 48 7793 320 3679 277 1655 130
9 12 49180 1441 314 1455 377 2410 191 7980 396 7162 303 579 50 4283 94 8134 279 7049 317 6225 238 7840 200 6917 66
10 12 48282 6928 293 563 192 8532 133 1120 319 4082 132 7163 142 3907 338 389 445 5802 264 8266 116 5709 323 7892 162
11 12 48274 5935 86 5174 289 7274 329 2177 172 1025 300 4512 432 8819 376 5771 427 5272 155 6279 413 4239 188 3866 171
12 12 51770 7641 84 5205 467 1745 495 6337 133 4654 199 4525 485 8816 229 8928 93 8197 438 4975 212 1659 116 2031 150
13 12 38556 2001 217 8492 109 6987 204 2199 472 668 455 2864 332 8250 430 1489 40 2701 194 6304 49 1646 355 4594 141
14 12 35124 3403 316 4849 421 4131 463 3181 5 603 404 930 280 2984 181 4799 112 4031 316 1413 148 4754 102 8828 144
15 12 41666 7100 42 1109 393 1500 245 7202 412 631 240 462 405 7390 201 4205 227 7713 423 1062 495 6393 202 7316 308
16 12 41901 2302 119 3288 149 3650 122 8342 445 8518 335 4479 156 1554 31 2022 192 1350 60 4574 403 7822 163 4476 212
17 12 38209 3959 351 7208 193 6463 44 2464 60 3984 495 2698 287 984 132 5433 201 2106 440 3394 470 3474 481 5595 231
18 12 28524 377 330 65 464 2180 135 2962 174 6089 455 2656 129 8938 170 2849 49 33 473 5104 321 2874 467 1528 71
19 12 37604 5217 459 7661 27 2595 409 829 29 302 127 8777 157 3523 300 132 138 1720 373 7203 448 8999 162 47 394
20 12 46860 8075 190 2340 105 5686 49 8666 178 5937 4 2988 215 6961 158 2910 491 7691 1 1860 464 4825 245 637 75
21 12 50971 6350 391 7547 279 3129 34 8666 301 1075 387 5011 76 5685 448 7871 236 3467 139 7524 236 4507 111 2882 383
22 12 56193 1739 71 5808 434 8749 296 7933 88 5319 224 1353 442 5874 452 4255 151 8594 188 8990 298 5707 241 5921 42
23 12 33474 6896 295 1475 479 1686 114 2233 262 1548 247 8644 237 1373 210 1482 220 1070 253 5345 146 1887 193 8204 215
