1 12 12876 431 1 515 226 2424 19 1784 417 326 130 648 148 1756 60 1804 121 182 284 2567 229 807 451 2851 309
2 12 11380 1696 15 265 14 2327 274 1541 330 1409 366 600 243 1830 45 1203 272 265 400 2106 253 889 345 95 329
3 12 15133 1558 167 389 15 2556 336 508 286 1643 175 567 301 2932 320 2370 83 2809 30 2497 415 208 177 880 327
4 12 15672 486 439 1589 118 590 338 1024 149 2562 275 2829 315 2861 478 639 294 2586 268 2497 100 646 476 1281 296
5 12 14937 1035 36 809 325 1901 354 2102 124 258 481 1431 304 2228 227 2345 376 2073 154 2122 407 138 224 2230 76
6 12 15076 1627 347 2340 233 2601 361 1615 166 594 310 1050 453 947 88 2304 54 988 69 1413 286 913 341 2454 370
7 12 17943 2848 333 142 161 2944 190 2385 110 300 322 1175 131 2797 252 938 464 2779 258 1311 336 1913 472 2897 104
8 12 18372 1725 401 2308 387 2191 34 2517 114 1851 242 305 388 2317 69 2658 387 2716 48 2598 320 1227 277 552 130
9 12 16396 481 314 485 377 804 191 2660 396 2388 303 193 50 1428 94 2712 279 2350 317 2075 238 2614 200 2306 66
10 12 16097 2310 293 188 192 2844 133 374 319 1361 132 2388 142 1303 338 130 445 1934 264 2756 116 1903 323 2631 162
11 12 16094 1979 86 1725 289 2425 329 726 172 342 300 1504 432 2940 376 1924 427 1758 155 2093 413 1413 188 1289 171
12 12 17260 2547 84 1735 467 582 495 2113 133 1552 199 1509 485 2939 229 2976 93 2733 438 1659 212 553 116 677 150
13 12 12855 667 217 2831 109 2329 204 733 472 223 455 955 332 2750 430 497 40 901 194 2102 49 549 355 1532 141
14 12 11711 1135 316 1617 421 1377 463 1061 5 201 404 310 280 995 181 1600 112 1344 316 471 148 1585 102 2943 144
15 12 13891 2367 42 370 393 500 245 2401 412 211 240 154 405 2464 201 1402 227 2571 423 354 495 2131 202 2439 308
16 12 13969 768 119 1096 149 1217 122 2781 445 2840 335 1493 156 518 31 674 192 450 60 1525 403 2608 163 1492 212
17 12 12739 1320 351 2403 193 2155 44 822 60 1328 495 900 287 328 132 1811 201 702 440 1132 470 1158 481 1865 231
18 12 9512 126 330 22 464 727 135 988 174 2030 455 886 129 2980 170 950 49 11 473 1702 321 958 467 510 71
19 12 12537 1739 459 2554 27 865 409 277 29 101 127 2926 157 1175 300 44 138 574 373 2401 448 3000 162 16 394
20 12 15623 2692 190 780 105 1896 49 2889 178 1979 4 996 215 2321 158 970 491 2564 1 620 464 1609 245 213 75
21 12 16993 2117 391 2516 279 1043 34 2889 301 359 387 1671 76 1895 448 2624 236 1156 139 2508 236 1503 111 961 383
22 12 18734 580 71 1936 434 2917 296 2645 88 1773 224 451 442 1958 452 1419 151 2865 188 2997 298 1903 241 1974 42
23 12 11160 2299 295 492 479 562 114 745 262 516 247 2882 237 458 210 494 220 357 253 1782 146 629 193 2735 215
24 12 16573 2302 60 2444 181 2338 461 2091 317 2688 400 505 449 151 426 2365 208 1221 50 1126 348 1316 449 2170 197
25 12 15820 2208 413 1608 439 487 480 346 452 2392 2 2251 399 1248 433 2796 38 2744 159 712 356 165 207 2818 468
26 12 12840 1784 20 600 167 2458 158 2063 434 32 430 10 188 698 149 889 81 2335 100 2708 394 504 99 1970 225
27 12 13863 2777 83 1182 118 1233 46 1234 149 176 395 1226 208 2865 96 1692 8 2393 490 840 377 421 68 1290 137
28 12 16548 2606 397 2727 257 1395 376 896 369 1073 272 2901 175 1838 17 1379 432 946 431 1727 19 399 283 2798 201
29 12 13660 2611 344 1385 447 1849 101 546 226 57 358 1579 315 1481 338 1352 46 1857 261 1233 137 2773 265 353 384
30 12 14111 99 362 313 263 561 390 1702 22 2930 284 1534 454 2863 71 1863 72 1513 183 1535 466 949 38 1777 88
31 12 16111 2246 178 851 108 1576 67 115 435 1410 425 1981 463 2458 229 2209 417 2738 71 2349 347 1516 131 690 160
32 12 13875 920 258 2649 452 108 264 2739 182 690 33 2269 285 2838 406 2160 118 786 218 389 333 1112 453 684 279
33 12 12580 1142 2 1414 22 2626 188 1091 253 1393 303 1285 93 2311 251 801 10 477 330 2636 425 200 124 349 419
34 12 15661 782 210 2604 408 2842 286 2693 306 366 62 1391 123 1619 243 994 29 2020 155 496 140 1709 498 2061 119
35 12 15572 2619 372 2968 328 2849 300 232 326 1588 347 467 214 1481 367 215 423 776 358 2746 406 2644 186 880 484
36 12 15775 2895 265 2697 298 1384 41 1031 326 2061 40 2026 28 1911 2 967 216 1652 12 766 260 2270 179 59 388
37 12 14778 2456 347 1703 354 1919 484 19 327 2908 125 354 134 1821 47 2260 496 246 184 1719 496 1124 470 1944 248
38 12 15056 1547 50 2696 144 2204 229 2775 38 96 310 1452 472 841 368 2607 357 1467 382 72 205 2164 294 899 204
39 12 17467 2675 384 401 265 943 357 2936 66 2328 56 1890 312 1157 316 2791 338 2222 67 1405 438 2721 263 365 248
40 12 13975 2313 65 2443 488 1610 247 404 203 1783 19 297 374 933 397 355 429 710 196 1591 160 2771 414 2259 341
41 12 13802 1276 467 889 84 2896 199 1106 101 2989 7 1141 420 1348 165 1439 281 1626 485 1620 276 863 70 60 270
42 12 13815 2375 121 2975 67 911 224 2597 486 344 419 243 233 1924 168 251 410 1536 455 1167 467 463 500 2483 392
43 12 13104 2650 489 1351 182 1109 45 2592 381 369 224 1169 8 2394 109 110 471 2298 436 495 128 474 466 1370 12
44 12 15550 1499 337 2267 9 1179 145 1904 194 2159 230 1043 199 639 429 38 383 2949 206 1369 450 2972 290 1420 90
45 12 14681 2148 462 422 455 491 329 2501 32 2543 169 2665 337 651 210 877 78 1486 99 1511 395 2160 163 897 329
46 12 12708 269 450 251 175 1022 203 1317 215 242 353 2553 65 2034 476 168 27 2741 234 2212 100 2726 242 351 473
47 12 17430 2612 39 2783 327 901 458 2684 56 2518 192 1206 420 2549 333 1361 70 1521 418 2759 483 374 178 520 260
48 12 13828 2017 289 303 111 2207 151 2590 42 2869 267 414 457 2109 226 1033 79 665 241 1275 38 446 214 1357 461
49 12 14653 1507 167 2313 274 1071 261 1811 287 894 270 2084 158 2117 313 2844 495 1168 466 322 428 1373 364 813 251
50 12 14124 1445 254 1095 394 222 488 350 339 1927 91 2206 402 1498 278 1751 191 1077 235 1916 238 2903 150 1266 299
