1 22 8207 144 1 172 46 808 4 595 84 109 26 216 30 586 12 602 25 61 57 856 46 269 91 951 62 977 57 29 9 28 78 547 52 660 47 731 20 486 61 89 41 543 9 800 71
2 22 8406 297 69 32 66 936 52 334 13 30 86 671 17 572 55 350 19 602 98 640 79 166 94 59 84 829 7 354 30 654 75 162 88 530 24 197 68 342 30 854 55 943 63 954 96
3 22 9154 588 87 535 84 199 22 951 43 592 7 345 8 270 65 634 71 701 25 86 97 477 61 743 46 782 76 691 31 708 82 46 45 744 16 138 55 693 78 466 87 722 54 332 20
4 22 8852 350 91 316 18 768 11 330 14 471 58 305 69 818 74 102 95 666 5 322 99 379 80 219 10 643 40 261 94 503 32 928 93 516 44 672 64 944 97 208 21 575 81 770 78
5 22 8680 68 84 228 62 484 11 776 78 138 89 773 91 96 87 639 41 553 19 260 42 161 63 162 76 268 39 887 80 796 61 65 10 476 19 904 56 784 64 692 48 872 40 769 14
6 22 9512 770 59 63 39 948 27 125 64 454 27 796 29 435 68 44 89 645 53 919 24 635 65 877 33 56 66 171 58 577 81 657 25 343 12 599 51 863 98 751 65 853 59 309 70
7 22 8701 471 38 430 35 281 85 167 58 933 20 990 71 265 52 398 51 970 98 457 100 185 92 875 56 423 19 232 23 300 47 223 44 944 22 777 41 245 95 75 91 319 67 917 86
8 22 7256 80 31 387 71 97 19 710 52 281 83 379 64 539 85 459 93 354 1 67 81 104 56 332 37 534 23 448 64 157 30 529 21 981 29 450 79 84 13 785 17 490 81 823 8
9 22 8236 52 81 822 41 468 46 857 85 118 99 711 41 813 62 444 26 237 37 297 41 243 93 890 95 670 50 312 18 62 23 384 15 119 51 806 87 326 50 423 79 440 71 801 39
10 22 7716 88 28 119 45 990 30 573 11 263 61 401 24 879 38 940 39 962 63 462 50 42 66 8 93 243 27 330 35 677 91 296 26 994 34 317 10 4 95 568 65 320 94 170 15
11 22 6748 580 92 852 6 289 82 93 6 34 26 976 32 392 60 15 28 192 75 801 90 1000 33 6 79 429 90 379 26 209 64 98 97 356 66 7 34 429 78 316 33 982 86 1 21
12 22 9012 537 49 71 15 533 71 781 84 557 35 67 97 602 12 773 56 151 64 896 88 472 39 278 84 472 51 221 33 765 73 194 15 646 87 973 60 882 18 591 45 151 89 653 91
13 22 7158 302 96 376 100 595 64 481 66 83 68 767 59 164 96 188 23 249 53 172 50 961 48 153 42 165 44 119 51 594 30 210 39 912 43 421 77 120 82 362 78 921 70 633 90
14 22 9267 169 90 51 86 789 42 407 10 376 70 439 90 724 40 150 74 826 54 877 17 959 12 904 80 3 76 798 42 865 94 75 92 318 24 711 6 413 94 935 84 595 4 200 34
15 22 8232 316 69 867 2 860 1 376 24 297 30 161 78 200 91 787 17 198 66 450 79 926 17 394 24 411 10 412 30 59 79 409 42 955 20 564 2 798 98 280 76 141 14 430 28
16 22 10100 869 80 909 52 465 76 299 74 358 55 967 35 613 4 460 87 316 87 576 4 133 57 933 41 857 88 688 47 894 62 202 19 452 2 716 53 630 50 675 46 91 62 522 42
17 22 8168 925 53 118 77 241 4 724 11 525 19 779 57 43 98 567 52 908 96 141 63 144 51 365 52 931 32 75 60 176 13 749 36 284 22 526 14 39 87 470 85 661 93 820 46
