1 22 6868 144 23 2 11 172 26 452 51 808 83 38 14 595 64 834 86 109 20 259 34 216 30 295 37 586 63 120 21 602 65 242 32 61 16 568 62 856 88 457 52 269 35 901 92
2 22 8344 617 66 977 98 566 61 29 13 89 18 28 13 776 80 547 60 514 57 660 70 470 53 731 76 200 28 486 54 610 65 89 19 401 47 543 59 89 18 800 82 702 74 506 56
3 22 8682 690 73 32 13 657 70 936 95 520 57 334 40 130 22 30 13 852 87 671 71 170 26 572 62 548 60 350 42 189 27 602 65 978 98 640 68 790 82 166 25 937 95 59 16
4 22 9555 829 85 70 17 354 42 294 37 654 69 741 77 162 25 877 89 530 58 235 32 197 28 675 71 342 41 298 37 854 87 549 60 943 95 629 67 954 96 956 96 213 30 588 63
5 22 8621 535 59 833 85 199 28 216 30 951 96 427 49 592 64 67 17 345 42 72 17 270 35 650 69 634 68 708 74 701 74 248 33 86 18 962 97 477 53 607 65 743 77 454 51
6 22 9450 751 78 691 73 307 38 708 74 813 84 46 15 448 51 744 77 152 24 138 23 543 59 693 73 780 81 466 52 867 89 722 75 539 59 332 40 198 28 620 66 350 42 905 92
7 22 8248 175 26 768 80 108 20 330 40 137 23 471 53 571 62 305 38 682 72 818 84 740 77 102 20 950 96 666 70 48 15 322 39 982 99 379 45 795 82 219 30 100 19 643 68
8 22 10587 261 34 933 94 503 56 313 39 928 94 927 94 516 57 437 50 672 71 638 68 944 95 966 97 208 29 202 29 575 62 801 83 770 80 774 80 731 76 68 17 839 86 228 31
9 22 8489 484 54 102 20 776 80 773 80 138 23 886 90 773 80 906 92 96 19 866 88 639 68 409 47 553 60 184 27 260 34 412 48 161 25 628 67 162 25 754 78 268 35 382 45
10 22 9419 791 82 796 82 605 65 65 16 99 19 476 53 188 27 904 92 558 61 784 81 634 68 692 73 475 53 872 89 399 46 769 80 132 22 733 76 770 80 586 63 63 16 383 45
11 22 8450 266 34 125 22 637 68 454 51 264 34 796 82 283 36 435 50 676 71 44 14 890 91 645 69 528 58 919 93 232 31 635 68 646 69 877 89 324 40 56 16 660 70 171 26
12 22 9799 577 62 809 83 657 70 242 32 343 41 114 21 599 64 502 56 863 88 980 99 751 78 642 68 853 87 586 63 309 38 698 73 826 85 471 53 375 44 430 49 341 41 281 36
13 22 9792 167 26 579 63 933 94 194 28 990 100 705 74 265 34 518 57 398 46 503 56 970 98 980 99 457 52 992 100 185 27 911 92 875 89 553 60 423 49 185 27 232 31 226 31
14 22 8249 463 52 223 31 434 50 944 95 218 30 777 80 408 47 245 32 943 95 75 17 909 92 319 39 663 70 917 93 859 88 166 25 80 18 301 38 387 45 701 74 97 19 183 27
15 22 7982 511 56 281 36 825 85 379 45 631 67 539 59 841 86 459 52 925 94 354 42 10 11 67 17 807 83 104 20 559 61 332 40 361 43 534 58 223 31 448 51 631 67 157 25
16 22 8744 529 58 203 29 981 99 288 36 450 51 789 81 84 18 124 22 785 81 167 25 490 55 801 83 823 85 71 17 480 54 52 15 810 83 822 84 402 47 468 53 454 51 857 88
17 22 8482 118 21 990 100 711 74 403 47 813 84 615 66 444 50 256 34 237 32 366 43 297 37 406 47 243 32 927 94 890 91 947 96 670 71 498 55 312 39 173 26 62 16 225 31
18 22 8346 150 24 119 21 509 56 806 83 870 89 326 40 498 55 423 49 789 81 440 50 701 74 801 83 385 45 719 75 88 18 274 35 119 21 443 50 990 100 300 37 573 62 110 20
19 22 8862 604 65 401 47 234 32 879 90 378 44 940 95 386 45 962 97 622 66 462 52 500 55 42 14 659 70 8 11 928 94 243 32 269 35 330 40 348 42 677 71 910 92 296 37
20 22 7560 994 100 340 41 317 39 98 19 4 11 945 96 568 62 642 68 320 39 933 94 170 26 142 23 283 36 580 63 918 93 852 87 54 15 289 36 817 84 93 19 58 16 34 14
21 22 8952 976 98 313 39 392 46 599 64 15 12 276 35 192 28 746 78 801 83 895 91 1000 100 324 40 6 11 788 81 429 49 898 91 379 45 260 34 209 29 632 67 98 19 963 97
22 22 8660 660 70 7 11 332 40 429 49 774 80 316 39 324 40 982 99 855 87 1 11 207 29 928 94 537 59 489 54 71 17 150 24 533 58 706 74 781 81 839 86 557 61 348 42
23 22 9225 963 97 602 65 120 21 773 80 557 61 151 24 632 67 896 91 875 89 472 53 386 45 278 35 836 86 472 53 501 56 221 30 321 39 765 79 730 76 194 28 141 23 646 69
24 22 10600 973 98 592 64 882 90 175 26 591 64 448 51 151 24 884 90 653 69 904 92 473 53 302 38 955 96 376 44 999 100 595 64 635 68 481 54 658 70 83 18 673 71 767 79
25 22 7226 164 25 957 97 188 27 228 31 249 33 524 58 172 26 494 55 961 97 473 53 153 24 420 48 165 25 440 50 119 21 505 56 594 64 291 37 210 29 385 45 912 93 429 49
26 22 10303 768 80 120 21 815 84 362 43 780 81 921 93 697 73 633 67 896 91 799 82 169 26 898 91 51 15 851 87 789 81 415 48 407 47 100 19 376 44 695 73 439 50 898 91
27 22 9984 393 46 150 24 736 77 826 85 536 59 877 89 163 25 959 97 116 21 904 92 798 82 3 11 751 78 798 82 416 48 865 88 932 94 75 17 915 93 318 39 238 32 711 74
28 22 8164 413 48 940 95 935 95 840 86 595 64 39 14 200 28 334 41 820 84 316 39 688 72 867 88 11 11 860 88 4 11 376 44 233 31 297 37 297 37 161 25 779 81 200 28
29 22 7499 787 81 168 26 198 28 657 70 450 51 782 81 926 94 165 25 394 46 235 32 411 47 92 19 412 48 297 37 59 16 790 82 409 47 415 48 955 96 192 28 564 61 16 12
30 22 9456 979 99 280 36 754 78 141 23 135 23 430 49 273 35 626 67 869 89 794 82 909 92 514 57 465 52 751 78 299 37 738 77 358 43 543 59 967 98 349 42 613 66 33 13
31 22 9442 863 88 316 39 861 88 576 62 37 14 133 22 566 61 933 94 401 47 857 88 871 89 688 72 462 52 894 91 617 66 202 29 182 27 452 51 19 12 716 75 527 58 630 67
32 22 8105 675 71 451 51 91 19 619 66 522 57 411 47 273 35 925 94 530 58 118 21 768 80 241 32 33 13 724 76 105 20 525 58 187 27 779 81 568 62 43 14 977 98 567 61
33 22 7636 908 92 955 96 141 23 621 66 144 23 505 56 365 43 512 57 931 94 317 39 75 17 593 64 176 26 129 22 749 78 356 42 284 36 216 30 526 58 134 23 39 14 869 89
34 22 10208 849 87 661 70 925 94 820 84 457 52 737 77 833 85 913 93 142 23 783 81 694 73 506 56 261 34 230 31 320 39 458 52 307 38 515 57 883 90 904 92 36 14 527 58
35 22 7370 364 43 230 31 65 16 757 79 570 62 946 96 812 84 720 75 236 32 262 34 436 50 130 22 665 70 371 44 906 92 228 31 558 61 57 16 381 45 4 11 472 53 43 14
36 22 7967 376 44 364 43 506 56 465 52 606 65 429 49 185 27 771 80 502 56 267 35 19 12 159 25 659 70 879 90 849 87 67 16 248 33 117 21 838 86 973 98 261 34 419 48
37 22 8232 816 84 948 96 572 62 898 91 612 66 122 21 123 22 464 52 246 33 540 59 485 54 332 40 57 16 674 71 309 38 166 25 280 36 570 62 996 100 687 72 237 32 157 25
38 22 10296 743 77 990 100 655 69 950 96 599 64 78 17 652 69 530 58 693 73 156 25 428 49 494 55 734 77 72 17 846 87 259 34 715 75 916 93 812 84 882 90 372 44 294 37
39 22 7805 229 31 965 97 530 58 899 91 595 64 462 52 81 18 344 41 652 69 687 72 80 18 676 71 56 16 637 68 3 11 323 39 431 49 551 60 24 13 256 33 519 57 757 79
40 22 8755 20 12 775 80 19 12 819 84 693 73 568 62 708 74 640 68 968 98 7 11 653 69 970 98 249 33 118 21 268 35 607 65 94 19 754 78 991 100 82 18 368 44 573 62
41 22 9304 375 44 939 95 648 69 496 55 9 11 516 57 100 19 899 91 288 36 735 77 457 52 925 94 75 17 32 13 620 66 484 54 944 95 281 36 735 77 869 89 714 75 489 54
42 22 9263 24 13 409 47 722 75 587 63 300 37 408 47 577 62 892 91 768 80 134 23 530 58 315 39 713 75 979 99 131 22 776 80 112 21 630 67 623 67 386 45 632 67 931 94
43 22 8517 741 77 134 23 469 53 875 89 907 92 525 58 122 21 495 55 326 40 771 80 130 22 815 84 976 98 537 59 494 55 135 23 406 47 595 64 37 14 99 19 747 78 311 38
44 22 9075 119 21 858 88 237 32 391 46 531 58 320 39 924 94 828 85 753 78 682 72 552 60 426 49 933 94 297 37 167 26 966 97 398 46 369 44 201 29 997 100 14 12 381 45
45 22 8913 450 51 329 40 480 54 561 61 542 59 969 98 540 59 552 60 288 36 140 23 20 12 540 59 867 89 792 82 241 32 992 100 134 23 304 38 448 51 866 88 972 98 115 21
46 22 10181 81 18 465 52 642 68 336 41 84 18 820 84 512 57 909 92 389 45 934 94 155 24 999 100 828 85 784 81 789 82 884 90 978 98 451 51 364 43 370 44 89 18 864 88
47 22 7579 123 22 447 51 390 46 15 12 798 82 218 30 37 14 942 95 766 79 871 89 165 25 256 33 158 25 932 94 457 52 24 13 535 59 500 55 673 71 756 78 18 12 393 46
48 22 9868 635 68 387 45 720 75 459 52 348 42 398 46 213 30 857 88 13 12 766 79 983 99 411 47 457 52 900 91 991 100 580 63 474 53 179 27 784 81 716 75 924 94 141 23
49 22 8216 164 25 657 70 834 86 63 16 848 87 338 41 889 90 674 71 217 30 420 48 293 37 156 25 496 55 197 28 504 56 790 82 720 75 325 40 299 37 658 70 638 68 90 19
50 22 8262 84 18 349 42 341 41 406 47 439 50 430 49 81 18 705 74 851 87 130 22 678 72 951 96 56 16 53 15 914 93 467 52 738 77 199 28 909 92 484 54 117 21 946 96
51 22 10428 871 89 78 18 928 94 654 69 301 38 916 93 895 91 111 20 840 86 384 45 402 47 839 86 850 87 665 70 454 51 140 23 507 56 836 86 920 93 965 97 125 22 355 42
