1 22 8589 144 6 172 17 808 80 595 63 109 7 216 19 586 56 602 59 61 8 856 86 269 33 951 96 977 98 29 9 547 55 660 66 731 72 486 50 89 8 543 51 800 81 506 49
2 22 8339 32 7 936 94 334 29 30 10 671 65 572 58 350 31 602 64 640 67 166 24 59 13 829 82 354 33 654 68 162 23 530 51 197 23 342 32 854 86 943 95 954 96 213 23
3 22 9180 535 57 199 16 951 95 592 56 345 29 270 30 634 65 701 69 86 18 477 49 743 75 782 80 691 68 708 73 46 4 744 73 138 15 693 71 466 51 722 73 332 30 620 61
4 22 9157 316 28 768 75 330 29 471 48 305 33 818 83 102 19 666 64 322 39 379 42 219 16 643 64 261 33 503 49 928 94 516 51 672 69 944 95 208 16 575 61 770 79 731 71
5 22 7553 228 25 484 45 776 79 138 21 773 80 96 17 639 64 553 53 260 25 161 19 162 21 268 26 887 90 796 81 65 6 188 26 558 59 634 65 475 52 399 44 132 18 770 78
6 22 9126 383 44 266 21 637 64 264 31 283 28 676 65 890 90 528 57 232 26 646 68 324 27 660 64 575 59 809 82 242 22 114 14 502 54 980 99 642 67 586 57 698 72 471 46
7 22 10010 341 32 849 84 579 62 194 28 705 70 518 51 503 55 980 98 992 100 911 92 553 55 185 15 226 20 463 44 434 49 218 27 408 38 943 94 909 91 663 70 859 85 80 5
8 22 9307 701 68 183 22 511 49 825 83 631 64 841 84 925 93 10 8 104 12 332 32 534 51 448 47 157 13 529 51 981 98 450 49 84 2 785 77 490 53 823 81 480 44 810 83
9 22 8331 468 47 857 87 118 21 711 71 813 82 444 42 237 22 297 29 243 31 890 90 670 67 312 27 62 2 384 35 119 13 806 83 326 33 423 46 440 47 801 80 719 70 274 22
10 22 8512 990 99 573 54 263 28 401 37 879 88 940 94 962 97 462 47 42 8 8 10 243 21 330 31 677 71 296 27 994 100 317 27 4 10 568 58 320 38 170 12 283 30 918 93
11 22 8696 289 34 93 2 34 13 313 30 599 56 276 24 746 77 895 91 324 26 788 79 898 90 260 22 632 61 963 97 660 63 332 33 774 77 324 39 855 84 207 28 537 54 71 1
12 22 10002 706 73 839 85 348 30 963 97 120 17 557 53 632 67 875 88 386 36 836 84 501 48 321 36 730 72 141 17 867 88 592 63 175 19 448 41 884 89 904 91 302 37 376 44
13 22 9502 635 64 658 63 673 69 590 57 957 96 228 19 524 50 494 55 473 44 420 39 440 40 505 52 291 25 385 44 429 42 768 75 815 81 780 80 697 71 896 91 169 24 51 12
14 22 9196 415 41 100 8 695 70 898 91 393 35 736 76 536 58 163 24 116 19 798 78 751 77 416 46 932 93 915 92 238 27 55 4 940 95 840 85 39 1 820 82 688 72 11 9
15 22 8145 376 35 297 27 161 21 200 27 787 78 198 23 450 49 926 93 394 37 411 37 412 39 59 12 409 40 955 96 564 53 798 82 280 32 141 8 430 41 626 66 794 82 514 51
16 22 9562 299 34 358 37 967 97 613 58 460 50 316 37 576 54 133 15 933 94 857 87 688 69 894 90 202 16 452 40 716 72 630 63 675 68 91 12 522 52 273 34 530 50 768 76
17 22 9088 724 71 525 50 779 79 43 14 567 57 908 92 141 17 144 15 365 37 931 93 75 10 176 12 749 75 284 25 526 50 39 11 470 51 661 69 820 82 737 76 913 91 783 80
18 22 6895 261 23 320 32 307 31 883 90 36 5 913 92 230 17 757 76 946 95 720 71 262 26 130 16 371 43 228 24 57 4 4 8 376 36 506 51 606 61 185 23 502 48 19 6
19 22 9913 849 84 248 19 838 86 261 25 868 88 948 95 898 90 122 6 464 44 540 54 332 28 674 67 166 13 570 62 687 68 157 22 743 77 655 69 599 57 652 66 693 68 428 43
20 22 6992 72 14 259 30 916 93 882 88 294 36 229 31 530 57 595 60 81 6 652 67 80 12 56 9 3 2 24 3 757 75 20 8 19 9 693 70 708 72 968 97 653 69 249 20
21 22 7780 607 58 754 78 82 6 573 62 375 43 648 65 9 2 100 18 288 33 457 51 75 10 484 53 281 32 869 88 489 52 24 1 722 73 300 29 577 61 768 76 530 52 713 75
22 22 9352 776 76 630 64 386 41 931 94 741 73 469 51 907 91 122 13 326 37 130 19 976 98 494 46 406 42 37 9 311 36 119 19 237 22 531 52 924 93 753 77 552 55 933 93
23 22 10396 966 97 369 34 997 100 381 43 450 44 480 49 542 59 540 55 288 24 20 3 867 88 241 32 134 10 448 49 972 97 837 83 465 49 336 29 820 83 909 91 934 93 999 100
24 22 8998 789 81 978 98 364 35 89 16 762 75 447 44 15 8 218 15 942 95 871 87 256 21 932 94 24 3 500 52 756 74 393 37 635 63 720 72 348 34 213 27 13 7 983 99
25 22 9070 900 91 580 58 179 23 716 74 141 22 164 19 834 82 848 85 889 90 217 21 293 25 496 47 504 54 720 71 299 33 638 61 900 90 349 33 406 40 430 39 705 73 130 17
26 22 8489 56 14 467 50 199 27 484 45 946 95 871 86 928 93 301 36 895 89 840 84 402 45 850 86 454 42 507 54 920 93 125 10 174 18 7 5 578 55 222 26 302 36 84 17
27 22 8699 138 21 703 71 345 30 222 22 425 38 149 14 453 50 128 13 334 38 548 54 522 54 574 56 539 56 316 35 625 66 989 99 931 93 856 86 728 72 502 51 482 49 365 41
