1 17 671 15 59 18 164 81 791 60 622 11 66 22 184 59 554 61 581 7 74 86 855 27 328 96 952 98 978 3 83 55 548 66 658 74 715
2 17 591 61 578 41 406 9 143 71 703 30 323 4 62 94 936 34 284 3 99 68 649 58 576 35 310 61 640 64 661 17 239 6 122 83 814
3 17 755 30 315 75 723 88 878 24 188 68 664 30 348 55 589 63 662 96 953 59 618 54 566 20 153 96 950 60 557 35 289 27 292 64 649
4 17 733 25 186 97 962 61 626 46 485 76 760 31 336 82 795 45 475 16 91 55 560 78 779 87 873 54 523 20 217 35 403 32 271 77 750
5 17 791 14 132 58 555 69 703 74 719 95 951 5 14 99 981 80 784 10 126 40 363 94 933 32 372 93 927 44 457 64 670 97 964 21 214
6 17 859 77 782 74 707 84 831 62 616 11 152 78 756 89 892 91 898 87 870 41 415 19 145 42 372 63 603 76 743 39 430 80 803 61 571
7 17 804 48 444 91 905 79 789 70 691 88 869 77 752 74 748 59 550 39 439 27 210 64 634 27 308 29 274 68 646 89 893 53 568 24 253
8 17 744 88 873 6 86 18 183 58 603 66 640 35 292 60 599 87 876 76 758 86 856 31 336 83 825 38 366 35 312 85 839 58 615 20 273
9 17 627 27 268 40 398 97 973 46 511 19 252 88 876 43 386 24 190 30 294 23 212 95 941 78 773 25 312 8 150 32 341 92 923 17 96
10 17 549 39 411 10 40 71 710 29 327 38 395 54 571 46 505 36 290 7 125 11 114 34 313 54 508 45 463 16 123 53 501 99 980 45 482
11 17 629 13 174 17 165 81 814 8 67 6 111 83 818 47 463 86 867 12 205 72 705 82 818 45 417 24 216 30 284 25 308 89 899 67 670
12 17 688 18 101 23 207 15 86 51 539 87 865 50 490 79 786 71 719 39 412 9 47 12 109 99 990 58 539 27 278 41 369 88 876 94 939
13 17 749 63 619 50 454 66 625 93 925 27 244 35 371 91 907 26 331 34 316 10 8 95 946 65 629 94 928 15 105 58 615 86 838 29 334
14 17 530 6 12 98 975 40 404 2 64 81 817 100 1000 1 63 43 475 38 349 21 230 10 182 36 377 1 61 32 292 99 983 1 86 54 535
15 17 771 15 155 71 723 84 841 35 292 97 964 12 168 56 526 64 661 88 874 39 358 84 836 51 473 33 357 73 713 15 166 87 879 60 623
16 17 799 60 587 16 216 66 681 48 452 96 954 100 999 64 633 66 630 68 690 59 563 96 954 23 189 53 493 50 541 48 437 42 382 44 398
17 17 803 60 577 21 192 92 911 43 452 12 175 37 397 93 924 64 662 80 786 90 889 86 859 42 404 10 78 70 691 90 903 40 350 74 754
18 17 740 88 869 96 955 91 910 1 53 80 794 87 877 8 152 32 282 72 685 42 464 94 939 60 558 20 174 82 813 69 711 2 82 1 59
19 17 624 91 908 17 118 66 653 79 801 17 147 24 222 10 76 30 235 79 786 42 468 20 203 2 75 98 978 76 736 14 123 28 291 87 877
20 17 812 52 510 76 741 74 730 55 586 35 363 4 25 87 858 87 863 4 49 94 932 86 868 69 686 90 896 21 152 46 399 72 717 63 629
21 17 644 46 406 62 621 42 384 93 925 12 165 25 170 73 702 53 495 78 782 5 134 57 568 91 917 15 162 15 145 37 366 94 929 8 92
22 17 672 13 172 36 328 22 220 14 54 87 868 85 854 93 930 46 482 84 847 15 190 70 695 27 221 32 314 31 309 89 893 4 42 92 911
23 17 680 7 113 57 608 82 820 24 199 44 394 67 656 91 901 56 518 39 319 48 423 88 873 37 365 47 476 43 392 78 771 27 197 16 186
24 17 754 85 836 25 190 84 853 27 249 87 877 95 948 90 900 13 56 47 437 54 539 34 272 68 661 17 129 57 613 69 671 16 220 75 768
25 17 553 95 951 8 105 53 548 16 144 50 518 8 136 26 291 92 921 89 879 30 360 23 301 53 568 60 592 9 52 66 666 8 112 6 82
26 17 713 33 313 56 508 26 258 76 750 2 74 2 81 70 698 71 716 97 964 66 685 25 191 27 284 10 140 100 991 37 377 100 991 94 941
27 17 550 1 12 10 172 29 322 46 503 8 97 49 530 29 314 87 875 49 516 3 6 73 727 30 287 58 610 77 751 53 513 72 741 14 179
28 17 626 63 639 39 402 94 933 75 722 47 508 91 908 13 121 33 362 13 185 98 976 50 457 41 417 4 84 32 352 12 182 24 220 54 514
29 17 685 83 837 69 685 43 475 30 250 97 965 37 331 100 996 39 423 45 431 48 486 55 585 54 545 29 237 2 28 87 875 25 316 14 100
30 17 592 87 879 12 175 9 75 65 630 9 143 52 552 39 442 16 239 83 838 79 806 98 978 37 348 9 155 77 744 45 435 2 74 22 146
31 17 678 77 784 17 125 16 231 46 405 54 534 68 690 2 44 39 414 46 443 40 364 86 843 77 788 42 406 90 910 58 578 18 226 72 740
32 17 571 91 903 66 680 7 128 34 389 68 656 42 396 16 156 20 198 79 800 33 297 66 667 9 163 9 56 35 328 44 431 9 119 86 840
33 17 821 96 946 6 131 47 492 20 264 49 444 95 946 88 860 93 930 31 359 90 887 84 836 41 443 85 855 46 415 51 540 92 927 13 99
