1 15 3115 857 18 167 26 415 61 435 9 270 49 391 41 458 80 65 34 23 79 172 36 260 88 147 95 45 59 139 84 50 60
2 15 2696 300 9 39 61 310 71 188 45 257 14 221 87 96 18 233 33 261 95 335 33 19 80 270 84 517 78 228 89 97 79
3 15 2505 129 77 53 13 325 89 82 64 341 58 344 35 21 65 148 31 68 99 296 52 126 43 58 91 300 19 647 7 194 56
4 15 2032 370 30 20 45 212 13 216 49 179 47 156 99 200 72 11 58 501 66 7 32 56 65 184 6 25 40 402 28 1 1
5 15 1896 19 1 399 78 444 64 28 89 117 91 46 100 40 16 233 82 80 64 212 41 103 40 175 88 203 76 203 87 69 92
6 15 3141 134 86 222 91 214 20 211 42 46 57 22 76 250 74 34 62 138 87 425 14 384 19 549 72 550 62 471 77 277 53
7 15 2155 70 8 408 13 252 29 132 85 181 74 88 23 95 56 152 25 28 42 53 90 389 13 314 16 11 95 402 66 119 30
8 15 1987 643 78 33 66 31 12 10 37 57 74 233 53 22 78 476 50 25 50 406 10 254 80 68 17 35 37 162 33 29 84
9 15 2353 181 91 23 37 611 80 59 88 544 54 245 40 144 77 18 46 167 85 327 42 281 30 150 68 50 6 87 74 55 88
10 15 2854 73 31 36 36 423 23 265 87 468 92 576 15 80 51 12 94 214 98 358 74 198 56 33 43 301 95 386 100 145 12
11 15 2551 277 81 1 1 221 6 600 64 82 79 82 49 353 92 331 52 378 18 3 32 122 56 106 6 95 55 486 20 52 32
12 15 2635 326 19 363 40 358 59 201 76 32 92 85 36 54 37 554 20 58 22 297 14 347 49 252 91 122 2 202 42 43 16
13 15 1288 189 7 63 63 188 6 124 81 40 5 41 64 88 55 49 4 133 5 152 88 122 70 61 42 83 55 161 19 117 28
14 15 2539 84 56 275 55 192 41 326 57 115 16 363 50 290 63 19 81 586 56 50 21 60 100 226 37 136 5 177 39 275 48
15 15 2344 87 48 94 95 339 21 161 39 62 3 201 15 3 77 138 43 238 85 729 66 103 3 288 78 176 33 175 27 136 7
16 15 2705 156 28 260 5 364 90 158 73 12 76 40 71 132 90 221 9 376 45 288 72 451 55 138 75 121 6 202 89 463 96
17 15 2714 9 65 394 84 375 68 203 93 20 33 139 13 186 21 432 71 188 21 255 71 206 1 144 52 57 29 473 18 312 5
18 15 2296 283 34 117 98 383 11 153 21 257 18 48 34 5 83 83 45 190 85 623 16 208 57 146 19 82 28 287 65 5 72
19 15 2855 105 11 157 66 397 77 207 7 180 90 183 47 113 60 113 34 284 91 363 33 466 31 724 9 19 78 26 69 232 72
