1 15 46062 1293 1 1543 46 7272 4 5350 84 978 26 1944 30 5266 12 5411 25 544 57 7701 46 2419 91 8553 62 8792 57 261 9 251 78
2 15 44650 4622 66 4225 74 1799 49 5488 9 3608 55 794 80 6317 51 2666 69 285 66 8418 52 3000 13 268 86 6034 17 5140 55 3149 19
3 15 67972 8796 64 7109 17 8425 6 7490 83 624 36 2638 66 6664 17 7892 53 2108 20 6068 35 2677 86 4940 95 5653 96 8596 22 5285 87
4 15 54402 7490 20 1937 96 3841 60 601 35 641 27 5843 64 6370 71 2231 9 8658 48 5458 75 4084 79 6755 70 2758 71 7309 5 4027 75
5 15 52421 1240 55 6229 78 4190 87 6498 54 2988 20 5578 35 8139 32 1571 77 965 33 1231 48 5138 31 6136 82 6658 11 8542 67 424 33
6 15 63348 3411 80 1970 10 5779 40 2344 94 4521 32 8347 93 4641 44 6047 64 8490 97 1865 21 5173 81 6923 78 6571 7 7550 23 5553 49
7 15 50028 6982 78 1236 89 6951 91 863 87 5747 41 4975 19 2338 42 1441 63 1455 76 2410 39 7980 80 7162 61 579 10 4283 19 8134 56
8 15 53768 5704 70 4274 88 3589 77 1182 74 6928 59 563 39 8532 27 1120 64 4082 27 7163 29 3907 68 389 89 5802 53 8266 24 5709 65
9 15 53823 2913 6 5935 18 5174 58 7274 66 2177 35 1025 60 4512 87 8819 76 5771 86 5272 31 6279 83 4239 38 3866 35 2521 85 1502 58
10 15 59232 1745 99 6337 27 4654 40 4525 97 8816 46 8928 19 8197 88 4975 43 1659 24 2031 30 4166 23 3901 95 1960 78 3667 25 8480 8
11 15 57968 2864 67 8250 86 1489 8 2701 39 6304 10 1646 71 4594 29 7423 38 5678 54 7567 46 8323 36 90 7 7259 11 5029 34 3243 54
12 15 62797 4031 64 1413 30 4754 21 8828 29 4049 79 752 13 7057 17 4408 81 7401 8 4316 6 7286 83 3612 47 4080 86 7600 12 8910 72
13 15 46517 7316 62 3995 26 2130 37 2668 41 2186 93 8002 95 6024 50 2807 18 557 23 3452 15 1069 51 7252 87 2927 50 3803 79 3959 71
14 15 48078 3458 72 790 28 1070 45 8906 30 5150 11 2364 61 3606 24 7908 38 8460 39 8651 63 4151 50 377 66 65 93 2180 27 2962 35
15 15 53837 8190 30 2319 100 3060 32 879 1 8503 57 5775 32 8389 17 1278 29 5217 92 7661 6 2595 82 829 6 302 26 8777 32 3523 60
16 15 64292 2484 20 6711 81 8055 100 2916 1 7085 43 8075 38 2340 21 5686 10 8666 36 5937 1 2988 43 6961 32 2910 99 7691 1 1860 93
17 15 60816 4399 8 1342 54 6350 79 7547 56 3129 7 8666 61 1075 78 5011 16 5685 90 7871 48 3467 28 7524 48 4507 23 2882 77 6566 20
18 15 72414 5808 87 8749 60 7933 18 5319 45 1353 89 5874 91 4255 31 8594 38 8990 60 5707 49 5921 9 6054 77 5310 17 8605 19 2046 25
19 15 53528 1548 50 8644 48 1373 42 1482 44 1070 51 5345 30 1887 39 8204 43 3783 77 1075 82 3251 78 8282 70 5695 90 7191 17 8080 6
20 15 61225 7095 42 3662 10 3378 70 3947 90 6508 40 1350 74 7433 54 7891 17 8623 12 8131 80 22 76 7174 42 7783 94 675 92 2860 24
21 15 48339 494 42 8453 94 7559 60 348 20 3003 82 2843 69 7797 2 7738 1 3382 24 2672 30 1443 78 1793 91 7081 17 1775 66 4043 79
22 15 47388 1481 40 2113 42 825 42 2672 6 7105 41 3731 96 1727 57 142 80 8805 28 6783 15 1215 43 2454 63 7818 80 8181 52 4183 76
23 15 50844 6638 36 4887 97 3135 62 290 46 7767 32 7742 58 327 14 5090 94 3604 86 7831 69 4153 90 5547 21 1638 46 171 72 4736 63
24 15 52675 6071 46 818 62 4696 42 2455 93 4766 12 6912 25 297 73 939 53 1682 78 5106 5 8789 57 4600 91 8587 15 5589 15 4537 37
25 15 56823 8379 32 667 60 1578 13 6737 36 2553 22 4728 14 345 87 4229 85 5941 93 7372 46 6625 84 8213 15 7046 70 4547 27 2069 32
