1 20 3776 72 30 86 82 404 396 298 311 55 33 108 92 293 277 301 291 31 37 428 428 135 164 476 476 489 489 15 42 274 274 330 329 366 358 243 249 45 36 272 253
2 20 3385 351 352 149 162 16 31 468 468 167 142 15 50 336 325 286 288 175 155 301 320 320 331 83 120 30 61 415 407 177 164 327 336 81 113 265 253 99 113 171 158
3 20 4494 275 295 315 331 478 477 294 309 268 283 100 77 476 475 296 279 173 145 135 146 317 325 351 343 43 86 239 245 372 371 391 397 346 340 354 363 23 18 372 363
4 20 3756 272 280 390 390 434 437 270 262 99 109 175 202 158 136 384 375 165 141 236 240 153 165 409 414 51 91 333 318 161 194 190 208 110 79 322 318 131 163 252 242
5 20 3743 464 464 219 229 319 335 483 482 101 107 401 406 387 393 34 66 114 123 242 222 388 394 69 102 387 396 48 81 320 316 277 263 130 124 81 91 81 103 134 126
6 20 3890 396 402 303 286 50 48 94 127 279 292 317 324 238 257 200 216 66 86 385 387 32 21 474 473 63 75 227 214 398 394 218 227 22 59 323 324 460 457 318 323
7 20 4417 162 132 330 319 288 291 405 408 121 109 57 66 251 269 490 491 321 334 293 285 349 359 236 229 215 206 141 166 84 90 467 465 495 495 133 134 199 199 485 487
8 20 4100 496 496 456 459 277 273 93 71 113 98 232 217 217 242 109 131 204 189 472 469 455 453 332 346 430 425 40 22 194 206 49 20 355 355 141 164 190 198 270 286
9 20 4256 463 462 5 36 52 57 166 157 267 254 224 232 79 62 265 251 491 490 225 241 42 8 393 385 245 261 412 404 240 217 405 411 201 199 227 247 423 417 495 496
10 20 3604 407 409 222 209 119 108 149 142 122 154 445 450 335 335 156 134 31 6 192 171 60 61 403 411 163 163 212 228 220 232 401 399 360 348 137 110 222 249 150 155
11 20 3633 132 139 201 185 440 438 470 470 481 482 231 231 21 37 4 47 122 104 165 155 339 352 148 131 497 497 159 131 2 47 284 290 160 190 85 56 142 148 459 462
12 20 4108 145 167 47 6 17 63 157 149 300 280 138 116 373 381 448 453 162 129 394 393 449 448 130 109 316 302 482 481 330 313 166 162 387 383 162 195 428 420 104 138
13 20 4274 245 223 75 78 353 362 420 421 174 146 482 482 60 84 279 263 316 331 438 437 193 179 418 418 251 237 161 179 365 357 71 83 434 440 296 312 88 95 224 205
14 20 4624 327 341 237 226 478 477 500 500 318 317 329 315 337 345 295 282 479 477 114 95 262 247 247 271 237 219 210 191 220 199 253 257 146 125 193 218 215 210 384 375
15 20 4935 181 199 461 462 317 331 400 393 449 445 426 430 208 202 50 39 348 346 449 452 197 175 368 377 268 286 82 120 58 94 399 389 376 383 208 230 466 463 458 456
16 20 3835 356 343 207 232 468 470 298 279 100 87 410 407 344 356 6 41 2 30 100 132 394 387 99 112 225 241 463 461 197 181 206 182 206 194 30 57 205 200 478 477
17 20 4602 8 38 490 489 377 368 68 62 137 146 435 439 455 455 233 246 150 166 179 182 484 483 307 289 230 250 158 183 288 269 67 73 467 466 429 434 344 343 447 448
18 20 3651 91 87 10 31 264 270 247 256 226 203 310 311 206 192 463 463 59 83 121 85 362 351 263 248 390 391 22 67 284 284 454 459 71 81 72 73 183 183 466 465
19 20 3966 297 283 65 86 178 164 108 110 67 27 435 434 425 427 463 465 229 241 417 424 71 95 347 348 131 111 160 157 154 155 442 447 18 21 457 456 115 82 379 380
20 20 4105 406 410 118 100 218 197 333 328 453 451 279 259 191 160 236 212 438 437 182 183 233 238 215 196 386 386 134 99 80 93 440 444 34 10 59 88 487 486 210 231
21 20 4652 474 474 449 450 61 28 232 219 270 270 166 136 337 331 83 65 285 307 344 336 79 110 372 384 328 343 300 283 326 327 347 336 214 214 367 356 423 420 358 369
22 20 3108 441 440 147 180 115 151 265 284 298 296 41 26 326 333 40 56 28 41 2 7 12 14 379 375 10 37 10 41 347 349 354 358 484 482 327 343 125 96 134 142
23 20 3365 377 389 41 29 287 308 188 215 324 324 5 6 50 86 144 161 229 252 38 49 242 265 141 157 435 438 245 258 12 3 361 364 150 144 289 305 384 376 265 257
24 20 4176 490 489 388 380 315 320 193 201 466 467 371 361 235 254 454 454 61 61 163 181 65 93 488 488 247 229 203 209 19 42 156 176 60 91 119 110 266 257 462 465
25 20 4164 341 343 213 238 149 125 483 483 185 166 499 498 191 212 225 216 240 243 271 293 270 273 144 119 10 14 434 438 121 158 67 50 224 244 486 485 419 412 233 241
26 20 3967 42 72 256 276 195 221 78 120 414 419 395 403 489 489 182 174 45 78 381 372 224 218 8 37 109 73 471 473 436 431 128 103 466 466 12 15 250 259 378 366
27 20 4135 145 154 194 207 230 222 199 182 429 422 383 394 206 203 450 455 290 289 90 113 358 370 71 106 82 95 417 410 424 422 445 447 109 103 147 122 248 233 252 267
28 20 3978 163 149 329 334 45 82 42 28 171 164 220 216 41 60 426 420 339 354 28 67 234 246 100 132 242 222 473 473 436 430 464 465 151 180 448 444 420 418 201 222
29 20 3888 333 331 70 71 418 425 483 482 178 157 260 236 337 339 51 26 368 363 432 426 479 479 69 105 352 351 173 150 111 110 213 189 75 69 227 250 64 64 167 186
30 20 4268 179 180 302 305 149 152 348 342 353 357 474 477 195 221 54 86 229 242 136 136 244 243 254 248 394 385 488 487 339 344 91 110 402 402 278 282 191 182 235 242
31 20 3703 484 484 211 217 376 368 11 30 167 197 308 293 496 496 420 415 137 163 113 83 58 78 55 83 323 335 186 217 220 230 258 261 377 380 16 25 18 24 395 402
32 20 4128 348 343 161 167 299 319 384 372 191 218 376 378 390 384 26 17 6 19 78 95 460 458 392 394 448 448 109 89 317 332 293 293 13 27 324 313 456 453 90 111
33 20 4187 23 4 274 296 335 322 257 237 490 489 84 50 419 416 392 387 132 109 380 385 353 362 375 378 91 65 127 118 242 266 196 226 499 499 158 184 296 298 111 80
34 20 3806 94 57 341 353 258 237 176 191 453 452 272 280 236 248 425 425 237 238 41 13 379 382 475 476 158 127 386 395 158 151 40 41 269 283 4 14 183 194 173 195
35 20 3449 63 42 495 495 362 361 90 115 355 343 105 84 489 490 27 30 122 133 63 53 259 274 182 187 20 25 2 16 130 136 153 135 400 392 378 384 278 270 339 348
36 20 3877 485 484 459 463 73 61 234 218 104 86 369 381 11 28 290 308 189 181 228 211 224 200 99 96 318 334 412 407 352 346 67 69 314 320 371 367 120 90 128 132
37 20 3702 8 19 327 312 245 232 192 176 437 439 352 351 85 106 94 127 234 258 466 468 284 285 440 441 9 49 498 498 82 75 52 7 178 208 88 127 479 480 78 117
38 20 4810 245 261 186 159 469 466 315 324 275 263 270 285 211 185 423 425 439 438 401 397 313 330 175 145 74 55 480 481 316 307 322 336 214 216 476 476 19 10 390 391
39 20 3544 151 136 128 100 353 344 184 207 17 16 103 75 297 312 122 150 440 440 346 342 114 148 196 191 459 460 271 271 395 402 19 35 199 198 369 358 99 91 169 194
40 20 4016 138 169 459 455 277 276 164 134 320 328 11 16 405 398 204 207 227 211 66 40 25 2 162 173 90 96 259 265 458 463 443 442 76 87 344 336 401 399 492 491
41 20 4221 190 186 319 306 249 260 167 175 316 324 70 45 359 367 491 491 403 395 402 406 331 323 325 316 126 119 5 10 199 188 8 19 440 446 407 401 318 325 152 124
