1 12 1647 429 86 84 130 208 301 218 45 135 243 196 201 229 400 33 167 75 85 86 177 130 439 236 99
2 12 958 74 472 23 294 70 417 25 296 20 304 129 391 94 224 129 69 111 434 191 453 117 165 215 341
3 12 1414 131 475 168 161 10 398 179 131 34 157 135 420 259 388 114 443 224 130 295 314 103 33 116 32
4 12 1000 27 63 163 445 41 318 339 330 172 172 11 321 74 155 34 495 148 259 63 212 29 455 150 92
5 12 1374 88 316 324 34 97 280 234 224 185 148 236 491 106 62 108 245 90 234 78 495 145 407 27 249
6 12 1042 66 249 100 360 6 287 251 330 4 159 452 473 92 29 13 196 201 138 1 3 107 449 10 1
7 12 1198 37 245 200 387 222 316 14 441 277 442 23 500 20 77 291 220 204 105 117 408 40 317 53 85
8 12 991 106 204 153 449 139 75 102 376 102 433 35 458 145 207 81 20 91 344 67 430 111 452 107 99
9 12 1182 38 197 352 395 23 282 11 377 125 369 17 307 69 431 213 67 65 231 54 101 275 310 236 384
10 12 1102 217 489 35 38 204 65 126 142 66 425 91 369 44 115 283 333 76 124 14 210 27 449 195 62
11 12 764 3 119 201 326 43 441 17 483 322 388 17 327 16 59 5 184 29 368 66 245 119 205 117 265
12 12 983 189 316 35 371 238 248 13 247 203 50 127 397 39 377 18 185 81 165 15 419 180 42 91 455
13 12 1523 34 500 12 182 316 432 120 224 306 399 392 471 272 268 123 197 72 383 9 229 84 424 164 210
14 12 1132 75 339 25 27 44 369 259 473 174 458 53 420 18 178 212 111 133 432 234 457 149 173 40 252
15 12 1638 115 179 214 270 153 353 6 466 107 488 179 368 99 278 17 211 407 350 193 496 73 57 485 79
16 12 1195 1 3 111 26 300 318 41 392 232 122 177 456 123 23 13 48 244 490 189 90 2 158 61 279
17 12 1568 243 176 243 98 26 158 61 198 288 129 6 362 269 398 146 105 163 94 235 319 179 293 101 378
18 12 1172 43 180 267 104 14 188 27 185 273 224 29 110 149 67 174 245 254 375 35 284 198 152 3 82
19 12 925 449 178 14 488 22 78 19 245 95 35 32 315 126 116 290 423 20 21 21 316 44 273 25 19
20 12 1023 148 184 67 21 254 79 61 346 31 210 42 271 81 92 170 244 132 99 59 138 138 274 96 204
21 12 1182 58 76 182 249 145 312 10 403 293 279 25 101 228 214 113 185 68 25 89 191 138 237 129 225
22 12 1015 47 471 170 101 81 193 31 12 101 71 2 385 69 215 119 425 365 327 89 326 93 224 102 123
23 12 1000 52 11 144 389 88 163 169 33 49 374 88 134 68 31 19 3 49 256 130 23 182 448 212 26
24 12 1488 222 422 6 380 314 481 66 447 111 41 188 225 411 258 43 151 144 359 226 272 69 373 61 30
25 12 1352 76 174 101 445 232 480 164 16 5 324 197 420 188 336 256 168 79 207 180 39 134 171 79 221
26 12 1116 167 293 212 2 56 421 93 384 70 62 93 101 216 355 62 137 128 353 103 1 72 259 123 472
27 12 1139 326 445 163 44 28 70 25 432 156 25 103 75 142 169 59 487 192 53 77 101 129 87 24 170
28 12 998 72 110 3 414 42 224 95 422 312 78 104 285 74 428 41 140 144 324 251 42 57 376 53 51
29 12 1126 5 261 79 328 199 382 104 35 90 447 257 218 19 107 92 235 57 300 182 325 142 453 182 161
30 12 991 9 145 233 152 362 45 10 390 13 345 116 356 174 133 28 116 27 495 97 223 2 120 168 21
31 12 1693 240 440 75 497 11 431 289 111 313 223 198 281 363 446 115 134 154 453 176 276 133 73 50 341
32 12 1266 23 229 202 272 111 236 332 180 122 416 250 167 77 419 192 338 50 180 136 409 29 321 59 189
33 12 956 100 487 42 82 186 374 72 69 122 472 6 71 325 418 193 235 4 450 109 117 15 148 21 90
34 12 781 47 29 20 158 93 310 64 221 63 425 51 381 23 94 367 128 55 333 91 345 34 53 69 292
35 12 748 68 288 100 372 20 352 130 486 24 212 48 319 274 385 29 324 73 226 30 336 119 407 20 93
36 12 1332 304 138 18 321 250 3 72 118 106 105 33 67 30 452 299 388 107 67 89 308 101 269 257 20
37 12 649 48 354 191 349 27 350 3 314 97 289 121 445 36 405 82 40 59 390 24 12 108 368 16 140
38 12 1844 169 51 153 380 388 74 280 324 138 200 300 130 111 230 151 58 21 40 270 395 300 70 25 42
