1 12 3162 72 86 417 130 293 301 283 45 366 243 305 201 272 400 468 167 426 85 415 177 371 439 265 99
2 12 3851 427 472 478 294 431 417 476 296 481 304 372 391 407 224 372 69 390 434 310 453 384 165 286 341
3 12 3395 370 475 333 161 491 398 322 131 467 157 366 420 242 388 387 443 277 130 206 314 398 33 385 32
4 12 3808 474 63 338 445 460 318 162 330 329 172 490 321 427 155 467 495 353 259 438 212 472 455 351 92
5 12 3435 413 316 177 34 404 280 267 224 316 148 265 491 395 62 393 245 411 234 423 495 356 407 474 249
6 12 3767 435 249 401 360 495 287 250 330 497 159 49 473 409 29 488 196 300 138 500 3 394 449 491 1
7 12 3611 464 245 301 387 279 316 487 441 224 442 478 500 481 77 210 220 297 105 384 408 461 317 448 85
8 12 3818 395 204 348 449 362 75 399 376 399 433 466 458 356 207 420 20 410 344 434 430 390 452 394 99
9 12 3627 463 197 149 395 478 282 490 377 376 369 484 307 432 431 288 67 436 231 447 101 226 310 265 384
10 12 3707 284 489 466 38 297 65 375 142 435 425 410 369 457 115 218 333 425 124 487 210 474 449 306 62
11 12 4045 498 119 300 326 458 441 484 483 179 388 484 327 485 59 496 184 472 368 435 245 382 205 384 265
12 12 3826 312 316 466 371 263 248 488 247 298 50 374 397 462 377 483 185 420 165 486 419 321 42 410 455
13 12 3286 467 500 489 182 185 432 381 224 195 399 109 471 229 268 378 197 429 383 492 229 417 424 337 210
14 12 3676 426 339 476 27 457 369 242 473 327 458 448 420 483 178 289 111 368 432 267 457 352 173 461 252
15 12 3171 386 179 287 270 348 353 495 466 394 488 322 368 402 278 484 211 94 350 308 496 428 57 16 79
16 12 3614 500 3 390 26 201 318 460 392 269 122 324 456 378 23 488 48 257 490 312 90 499 158 440 279
17 12 3241 258 176 258 98 475 158 440 198 213 129 495 362 232 398 355 105 338 94 266 319 322 293 400 378
18 12 3636 458 180 234 104 487 188 474 185 228 224 472 110 352 67 327 245 247 375 466 284 303 152 498 82
19 12 3884 52 178 487 488 479 78 482 245 406 35 469 315 375 116 211 423 481 21 480 316 457 273 476 19
20 12 3786 353 184 434 21 247 79 440 346 470 210 459 271 420 92 331 244 369 99 442 138 363 274 405 204
21 12 3627 443 76 319 249 356 312 491 403 208 279 476 101 273 214 388 185 433 25 412 191 363 237 372 225
22 12 3794 454 471 331 101 420 193 470 12 400 71 499 385 432 215 382 425 136 327 412 326 408 224 399 123
23 12 3809 449 11 357 389 413 163 332 33 452 374 413 134 433 31 482 3 452 256 371 23 319 448 289 26
24 12 3320 279 422 495 380 187 481 435 447 390 41 313 225 90 258 458 151 357 359 275 272 432 373 440 30
25 12 3456 425 174 400 445 269 480 337 16 496 324 304 420 313 336 245 168 422 207 321 39 367 171 422 221
26 12 3693 334 293 289 2 445 421 408 384 431 62 408 101 285 355 439 137 373 353 398 1 429 259 378 472
27 12 3670 175 445 338 44 473 70 476 432 345 25 398 75 359 169 442 487 309 53 424 101 372 87 477 170
28 12 3811 429 110 498 414 459 224 406 422 189 78 397 285 427 428 460 140 357 324 250 42 444 376 448 51
29 12 3683 496 261 422 328 302 382 397 35 411 447 244 218 482 107 409 235 444 300 319 325 359 453 319 161
30 12 3818 492 145 268 152 139 45 491 390 488 345 385 356 327 133 473 116 474 495 404 223 499 120 333 21
31 12 3116 261 440 426 497 490 431 212 111 188 223 303 281 138 446 386 134 347 453 325 276 368 73 451 341
32 12 3543 478 229 299 272 390 236 169 180 379 416 251 167 424 419 309 338 451 180 365 409 472 321 442 189
33 12 3853 401 487 459 82 315 374 429 69 379 472 495 71 176 418 308 235 497 450 392 117 486 148 480 90
34 12 4028 454 29 481 158 408 310 437 221 438 425 450 381 478 94 134 128 446 333 410 345 467 53 432 292
35 12 4061 433 288 401 372 481 352 371 486 477 212 453 319 227 385 472 324 428 226 471 336 382 407 481 93
36 12 3476 197 138 483 321 251 3 429 118 395 105 468 67 471 452 202 388 394 67 412 308 400 269 244 20
37 12 4160 453 354 310 349 474 350 498 314 404 289 380 445 465 405 419 40 442 390 477 12 393 368 485 140
38 12 2964 332 51 348 380 113 74 221 324 363 200 201 130 390 230 350 58 480 40 231 395 201 70 476 42
39 12 3516 362 159 456 230 365 171 322 139 374 164 478 139 479 236 320 198 401 372 347 2 308 475 184 335
40 12 3322 487 21 420 453 496 143 318 71 365 89 396 500 132 154 137 329 478 4 247 120 493 206 184 119
41 12 3532 392 470 289 500 433 289 297 383 482 154 374 405 390 109 275 103 252 325 345 275 389 377 498 488
42 12 4068 383 192 429 97 477 160 419 5 383 40 380 311 390 451 451 487 492 465 401 102 420 165 460 318
43 12 3885 340 233 404 483 399 357 437 408 484 479 318 228 338 429 447 43 491 38 469 351 299 329 431 249
44 12 3256 216 286 433 434 472 146 409 89 382 289 384 339 476 24 84 414 369 419 450 100 211 267 185 360
45 12 3756 312 101 403 69 218 243 457 56 415 253 480 120 474 146 450 331 451 165 348 400 267 299 421 283
