1 10 273 86 172 17 259 42 602 44 89 27 486 40 401 46 800 7 334 15 170 18 354
2 10 156 48 197 33 298 15 943 5 588 14 833 5 592 4 607 26 782 19 448 26 138
3 10 229 39 905 24 330 43 682 34 322 2 795 36 261 7 313 27 839 52 776 23 886
4 10 245 10 866 45 260 59 628 21 65 24 63 33 890 9 635 68 660 35 343 3 642
5 10 222 42 698 18 375 7 990 30 518 13 423 6 909 30 183 65 67 20 559 47 448
6 10 187 48 981 22 124 22 490 18 468 16 990 29 813 6 498 20 719 2 573 51 659
7 10 182 8 269 1 317 91 945 19 58 3 392 41 276 1 6 22 898 2 1 40 773
8 10 177 3 882 56 884 5 999 4 153 59 440 41 210 24 815 8 633 11 169 11 851
9 10 168 31 898 28 150 21 751 21 865 7 915 29 413 17 39 19 688 14 860 23 903
10 10 195 71 790 5 564 3 754 25 738 4 613 14 861 43 133 13 462 11 202 55 619
11 10 176 8 118 24 33 28 525 44 977 7 75 41 129 26 284 14 849 19 737 9 230
12 10 211 25 946 57 665 16 248 3 419 6 898 39 123 67 674 1 237 41 652 9 882
13 10 146 65 775 4 653 4 118 1 368 6 735 14 489 24 409 24 530 3 776 38 632
14 10 164 48 495 3 494 41 99 26 793 8 753 4 369 17 329 3 837 36 84 19 909
15 10 268 7 999 3 364 64 864 24 447 62 798 79 942 55 535 25 393 15 766 2 457
16 10 183 1 474 17 848 33 420 51 504 15 678 5 53 9 738 52 946 35 916 11 840
17 10 200 16 454 4 355 43 222 27 864 47 913 30 345 8 503 43 539 31 706 2 931
18 10 296 15 728 22 976 36 736 20 556 4 422 82 700 39 992 15 113 97 157 41 555
19 10 216 18 695 1 5 23 52 60 636 9 783 47 244 36 912 25 46 3 96 49 979
20 10 172 17 784 38 179 1 315 13 558 11 51 10 543 49 196 6 315 13 395 58 257
21 10 232 54 796 30 209 33 187 47 638 36 585 21 756 4 918 9 360 54 208 3 376
22 10 231 55 447 6 219 30 133 35 490 51 749 7 567 40 303 1 163 59 9 5 155
23 10 202 30 812 63 938 26 232 58 846 4 41 5 632 9 545 5 38 23 400 30 368
24 10 174 51 157 13 692 7 419 9 542 17 183 34 487 27 197 12 275 28 548 20 407
25 10 196 12 152 37 497 29 624 2 806 59 557 5 201 46 427 23 369 14 50 18 382
26 10 144 26 449 26 350 10 941 34 201 17 385 7 24 21 142 1 769 14 430 24 849
27 10 148 18 651 19 447 21 245 29 778 18 326 34 65 10 747 18 268 14 62 4 6
28 10 264 26 45 37 895 43 51 39 578 45 843 2 760 63 961 14 894 23 81 38 449
29 10 202 9 302 29 717 46 544 14 746 13 59 21 890 47 959 33 32 1 647 40 840
30 10 231 30 688 38 671 52 336 16 414 36 78 27 342 16 441 43 3 12 842 19 768
31 10 220 64 549 18 456 19 202 44 709 13 274 26 706 21 1 15 518 25 944 31 57
32 10 175 33 88 6 140 5 864 32 49 21 150 29 337 12 973 39 105 16 201 26 173
33 10 147 13 512 5 340 1 828 9 447 19 844 63 156 21 569 15 855 9 280 29 647
34 10 140 7 137 1 715 12 751 11 101 1 298 48 249 16 655 40 764 21 70 18 894
35 10 210 4 214 19 469 12 599 37 650 29 905 37 321 47 304 73 89 2 780 3 690
36 10 138 35 266 6 231 6 990 20 445 1 239 34 42 5 182 48 880 15 994 3 861
37 10 317 36 818 58 222 63 445 40 561 73 891 23 268 31 905 36 552 27 145 10 682
38 10 243 5 458 41 543 23 471 67 360 25 832 50 333 16 838 39 676 10 359 28 817
39 10 212 12 378 41 677 20 973 9 164 38 747 15 138 25 943 2 142 65 836 39 469
40 10 173 22 233 3 295 5 179 52 624 19 620 13 441 13 850 11 762 5 187 74 255
41 10 132 19 690 7 106 14 583 20 743 4 703 26 971 5 424 10 637 55 770 6 648
42 10 160 4 501 64 536 6 671 24 814 4 186 4 642 50 6 15 235 22 210 7 134
43 10 211 60 775 22 134 18 616 21 537 52 39 39 698 6 699 1 628 20 578 25 889
44 10 212 17 80 12 779 5 23 22 735 4 279 7 939 34 101 31 760 78 147 56 647
45 10 244 12 14 19 545 60 260 23 459 31 116 5 80 54 790 60 140 5 83 36 519
46 10 188 9 460 28 342 36 277 26 328 5 278 5 471 37 395 20 743 31 3 39 950
47 10 239 40 979 3 41 17 905 1 285 37 142 28 177 21 1000 74 307 73 658 5 8
48 10 244 2 411 64 238 66 125 22 939 43 1000 14 578 41 766 4 308 26 810 23 217
49 10 177 50 650 32 550 23 754 1 975 31 915 24 384 15 193 5 319 17 10 24 80
50 10 132 18 567 25 622 23 901 10 974 2 929 20 203 17 329 9 635 9 146 33 465
51 10 146 21 713 13 815 4 957 37 455 33 857 11 85 2 75 7 702 41 658 14 498
52 10 216 57 571 14 867 6 291 19 177 24 578 24 677 5 47 84 827 27 838 11 199
53 10 256 36 456 58 534 64 720 15 256 38 201 20 137 57 485 9 112 18 506 5 239
54 10 180 34 948 6 292 11 662 10 330 31 799 47 598 16 566 12 962 14 848 44 221
55 10 92 8 699 3 274 13 872 8 4 7 324 4 235 10 273 44 915 3 23 16 220
