1 10 178 20 595 17 259 15 269 44 89 27 486 40 401 32 657 7 334 3 790 18 354
2 10 117 6 954 5 588 14 833 5 592 4 607 26 138 24 330 27 950 34 322 2 795
3 10 122 7 313 27 839 10 784 6 125 33 890 9 635 35 575 16 579 7 990 3 992
4 10 176 6 909 30 183 65 67 20 559 2 450 22 124 22 490 18 468 16 990 20 719
5 10 140 51 659 1 317 6 642 19 58 3 392 41 276 1 6 11 260 2 1 40 773
6 10 104 3 882 10 302 5 999 4 153 24 815 8 633 13 959 21 751 29 413 14 860
7 10 172 22 198 3 754 25 738 4 613 14 861 43 133 8 118 24 33 28 525 44 977
8 10 94 5 621 7 75 14 849 9 783 9 230 10 558 16 248 3 419 6 898 39 123
9 10 96 1 237 41 652 12 294 4 965 23 819 4 653 4 118 1 368 6 735 24 530
10 10 151 23 815 3 494 41 99 26 793 7 167 4 369 17 329 3 837 3 364 62 798
11 10 122 55 535 25 393 15 766 2 457 17 848 15 678 5 53 9 738 6 871 4 355
12 10 131 49 673 43 222 14 957 8 503 2 931 22 976 4 422 6 114 1 840 15 113
13 10 142 28 806 1 5 23 52 60 636 9 783 9 490 9 180 34 513 4 993 1 315
14 10 140 11 51 10 543 13 395 33 187 37 393 4 918 9 360 6 369 18 704 35 490
15 10 64 1 163 3 976 5 155 4 490 19 69 7 630 19 54 13 801 4 41 5 632
16 10 112 5 38 14 41 16 872 13 692 7 419 9 542 17 183 12 275 28 548 20 407
17 10 162 12 152 37 497 27 211 2 806 59 557 5 201 6 998 23 369 14 50 18 382
18 10 139 10 941 34 201 17 385 7 24 21 142 1 769 14 430 24 849 35 341 11 22
19 10 92 10 370 18 268 14 62 4 6 10 511 1 209 37 895 16 728 2 760 4 701
20 10 215 24 958 14 894 23 81 38 449 29 717 46 544 14 746 13 59 21 890 47 959
21 10 154 1 647 40 840 38 671 21 930 2 329 14 123 19 202 5 864 32 49 21 150
22 10 168 12 973 39 105 16 201 26 173 5 340 1 828 9 447 19 844 63 156 21 569
23 10 111 9 280 29 647 1 715 12 751 11 101 16 655 18 894 12 336 29 905 2 289
24 10 140 73 89 2 780 3 690 15 396 15 350 6 231 6 990 20 445 1 239 34 42
25 10 140 13 665 15 994 3 861 40 561 10 773 10 682 39 676 10 359 28 817 8 431
26 10 113 33 934 20 973 9 9 32 998 15 138 1 900 20 131 3 295 5 179 4 315
27 10 105 13 441 13 850 11 762 5 187 19 690 7 106 14 583 20 743 4 703 26 971
28 10 151 10 637 55 770 4 501 64 536 6 671 24 814 4 186 4 642 3 694 15 235
29 10 110 7 134 6 903 18 616 39 698 6 699 1 628 8 809 17 80 31 906 5 23
30 10 148 4 279 7 939 34 101 31 760 28 399 18 846 5 80 22 302 9 460 28 342
31 10 198 26 328 5 278 5 471 37 395 76 600 25 786 6 532 3 41 37 142 28 177
32 10 116 18 59 23 494 2 411 7 283 1 397 14 578 26 810 23 217 1 975 31 915
33 10 152 17 10 18 567 25 622 2 929 33 465 20 966 21 713 13 815 4 957 37 455
34 10 121 11 85 2 75 7 702 41 658 6 291 24 677 5 47 18 462 27 838 11 199
35 10 113 39 435 9 112 18 506 5 239 6 292 11 662 7 365 21 788 12 962 14 848
36 10 89 4 442 8 699 3 274 13 872 8 4 7 324 4 235 10 273 29 731 26 801
37 10 71 5 9 12 941 11 799 7 328 6 799 4 434 1 412 23 757 1 346 19 493
