1 15 6884 144 18 834 26 586 61 242 57 856 27 566 9 547 66 610 41 543 80 702 30 690 66 936 34 130 86 671 58 548 19
2 15 9541 978 79 829 36 741 88 530 20 675 30 854 95 956 59 862 84 951 60 650 71 701 9 962 61 743 79 751 31 744 14
3 15 7746 722 34 316 77 571 69 818 11 950 5 219 65 392 94 503 93 927 44 672 95 966 21 731 84 484 78 773 89 639 56
4 15 7470 887 80 605 10 476 91 770 7 266 64 454 80 676 89 645 92 324 66 657 35 980 65 853 31 471 43 341 85 933 99
5 15 8314 875 43 463 44 944 78 408 95 917 17 710 29 825 64 354 7 807 56 534 45 631 30 529 99 789 13 785 49 822 47
6 15 7636 857 12 990 41 813 45 256 37 670 32 173 23 384 12 870 50 801 72 990 58 604 24 879 94 622 50 296 100 340 10
7 15 8540 945 65 170 29 852 29 817 6 976 40 599 28 1000 1 788 90 379 21 632 97 982 1 537 8 839 35 602 78 557 64
8 15 8710 875 39 765 20 448 89 473 96 767 17 957 23 961 16 420 44 594 21 429 77 921 64 896 17 898 86 789 41 695 90
9 15 8308 393 74 826 88 798 76 798 87 932 92 318 72 940 84 595 20 867 86 297 78 787 20 657 79 926 40 297 79 955 57
10 15 8176 141 43 869 91 514 76 967 62 863 87 576 14 871 47 894 21 451 62 522 28 925 12 768 4 724 53 568 98 567 91
11 15 7608 931 8 593 13 749 29 134 87 820 74 694 27 458 52 913 23 812 24 376 51 429 78 502 2 879 7 248 84 973 42
12 15 8048 612 13 464 54 485 6 674 17 996 24 599 66 916 89 372 97 595 9 687 68 358 78 693 71 970 12 991 37 648 1
13 15 8469 75 62 869 49 764 41 722 30 892 14 530 72 979 78 623 64 931 75 525 50 976 50 595 10 747 80 531 93 828 69
14 15 7320 297 97 398 21 997 39 839 33 288 2 792 100 972 84 642 9 820 91 828 79 451 37 762 45 390 80 218 95 457 54
15 15 8297 459 40 983 46 580 18 784 93 834 85 674 42 293 50 790 33 638 90 439 9 951 6 914 74 484 95 654 92 895 84
16 15 7753 850 46 965 36 578 23 736 87 533 92 703 35 481 8 548 53 604 30 989 94 487 51 643 74 803 56 584 36 188 70
17 15 8908 946 12 992 84 856 12 754 4 593 56 346 58 767 39 927 59 780 6 401 64 919 79 538 25 586 3 755 5 976 10
18 15 8462 397 9 838 79 730 81 749 19 968 100 998 32 879 56 221 16 188 69 895 6 906 55 686 72 850 48 515 20 758 95
19 15 7540 315 78 880 40 426 26 989 73 463 80 709 21 675 19 532 64 643 59 306 80 713 33 978 17 918 15 209 28 670 95
20 15 9016 943 22 704 14 369 11 737 61 654 49 494 75 931 57 606 31 996 17 416 1 958 16 964 49 812 7 938 63 749 24
21 15 9242 813 6 846 88 961 5 960 64 913 55 952 4 780 40 301 26 868 5 493 16 879 70 367 94 918 55 840 19 662 49
22 15 7789 412 89 348 94 917 56 484 6 809 41 553 22 886 16 638 50 711 63 982 81 721 26 650 26 415 56 398 2 813 64
23 15 8612 304 89 979 39 215 23 926 29 427 95 775 37 865 5 824 39 726 48 744 45 742 35 907 95 771 4 898 76 662 21
24 15 7932 410 47 978 77 151 72 538 93 939 3 800 15 998 77 875 16 367 5 863 43 763 85 426 37 330 1 653 35 824 66
25 15 8841 516 29 816 45 797 25 374 26 898 3 640 50 906 37 713 78 825 33 338 10 971 83 663 7 904 75 826 27 865 7
26 15 6786 845 28 741 5 436 64 577 6 615 58 558 85 666 16 373 97 184 22 844 77 869 90 597 19 84 46 179 52 915 31
27 15 7675 911 43 713 72 463 54 433 69 550 55 55 15 880 6 799 89 538 96 674 4 866 30 587 77 811 10 607 84 707 63
28 15 8713 671 81 563 84 810 24 642 8 806 23 930 11 733 35 279 47 668 43 586 26 981 33 842 57 768 57 862 13 751 13
29 15 7207 815 21 585 32 426 82 569 71 878 28 743 69 466 51 387 75 795 1 857 52 756 95 479 15 719 35 127 68 407 73
30 15 7797 945 14 952 87 423 63 859 70 689 5 795 15 718 34 884 98 618 11 296 52 985 39 201 99 329 63 176 45 877 52
31 15 7240 334 67 670 51 501 49 360 37 333 100 493 92 811 85 764 38 709 59 714 22 793 57 853 86 378 92 364 55 974 18
32 15 7911 499 9 430 13 996 72 670 89 896 11 903 100 991 53 358 35 478 91 858 22 431 83 205 49 964 22 741 82 469 25
33 15 8196 888 60 637 65 404 72 638 33 425 54 277 9 982 78 975 69 769 72 478 83 858 40 735 66 374 58 859 35 946 24
34 15 7600 780 94 125 36 807 45 997 24 708 2 109 96 522 88 851 100 980 87 762 26 818 18 559 27 647 12 561 94 275 90
35 15 6266 694 91 650 56 736 15 902 69 597 55 780 48 220 48 577 34 122 16 591 11 312 51 435 16 123 41 433 79 661 28
36 15 9244 618 68 902 36 729 82 943 65 883 38 592 68 802 98 918 17 796 46 914 1 685 100 675 18 757 95 990 15 351 84
37 15 7002 994 90 480 33 721 71 783 24 971 30 261 96 484 28 476 91 483 63 815 62 874 45 265 64 997 95 66 11 83 90
38 15 7800 762 75 114 67 815 27 891 67 352 42 934 11 695 87 801 75 961 71 316 6 280 29 742 98 953 43 300 72 834 89
39 15 8504 950 59 906 64 453 77 943 65 856 46 596 2 976 98 941 68 394 77 962 19 149 4 284 12 965 65 502 1 754 86
40 15 8709 810 21 813 54 935 14 941 91 403 78 788 14 824 62 799 54 487 4 394 7 904 13 698 62 287 95 996 63 808 58
41 15 7505 930 81 837 8 629 36 565 2 506 72 954 3 786 74 969 28 550 71 524 30 164 94 663 11 696 76 226 15 383 45
42 15 8146 647 89 726 40 559 32 881 10 563 62 780 46 387 31 653 24 700 12 960 8 461 79 401 14 951 9 648 52 866 73
43 15 8262 317 12 912 46 730 35 490 65 747 33 383 96 958 48 640 40 801 75 694 1 505 62 728 37 610 98 974 5 839 91
44 15 7792 695 78 911 15 636 15 796 73 792 100 263 31 274 66 669 96 777 50 985 42 367 24 349 13 784 94 578 100 865 58
45 15 8541 665 43 593 77 964 31 698 68 822 16 810 32 503 65 690 55 270 4 571 17 778 76 996 98 694 92 765 39 858 20
46 15 9565 838 1 765 8 760 63 336 78 902 98 757 45 802 21 840 33 919 64 912 15 680 47 808 97 798 72 873 82 967 96
47 15 8710 676 86 893 9 982 8 937 71 597 66 537 11 719 88 431 58 866 87 944 30 817 18 763 58 155 77 804 51 767 68
48 15 7244 256 17 738 84 899 20 421 54 370 72 852 26 414 38 752 36 201 32 805 14 435 49 913 12 829 51 960 24 211 61
49 15 8902 906 95 603 15 859 81 462 90 826 91 711 6 937 37 799 79 895 54 842 57 750 44 410 16 733 48 970 45 425 57
50 15 10405 928 70 974 28 871 88 930 1 939 33 962 24 632 19 810 98 909 28 570 92 980 3 846 22 953 1 803 89 900 80
51 15 7304 613 32 184 16 608 52 689 6 264 29 914 33 747 95 511 64 225 63 488 60 665 77 838 23 421 16 966 44 998 42
52 15 8561 263 10 772 76 997 35 817 50 588 90 172 53 881 48 919 77 796 28 772 28 889 72 298 35 845 87 876 47 817 67
53 15 7477 635 64 973 26 127 48 954 83 895 66 731 43 612 5 291 92 852 62 379 40 620 50 947 27 694 100 456 93 181 50
54 15 7739 448 65 766 98 680 84 234 15 374 40 486 56 529 88 759 83 965 31 318 93 937 5 883 74 960 8 503 17 832 37
55 15 8239 850 25 656 37 896 20 813 9 559 92 555 62 787 69 843 45 95 28 870 46 341 43 771 13 903 7 855 56 505 63
56 15 8539 860 37 513 89 952 6 743 11 947 29 939 26 821 8 753 55 713 54 965 37 636 57 766 89 338 14 639 54 89 30
57 15 8354 205 44 754 69 349 48 858 85 850 53 257 12 814 18 425 9 806 41 919 30 786 56 976 27 832 69 616 38 996 46
58 15 7696 901 61 772 8 168 81 603 89 209 43 945 1 345 83 344 36 902 86 234 82 957 75 837 4 474 59 931 47 999 84
59 15 8271 986 8 855 56 609 62 421 81 390 47 644 35 819 69 676 70 546 34 704 27 984 47 478 40 681 40 579 13 967 63
60 15 8649 851 27 290 93 747 95 987 66 792 98 926 2 480 36 727 9 331 18 554 30 770 48 957 69 888 79 782 84 730 27
61 15 7718 878 54 845 85 611 45 344 24 360 72 408 52 439 18 894 49 553 98 244 75 841 53 970 33 455 41 990 88 816 44
62 15 6760 697 95 977 15 60 17 886 54 770 32 469 82 49 69 391 47 583 92 690 65 25 32 767 88 806 95 631 80 649 51
63 15 8240 842 81 580 28 335 49 781 9 932 59 958 12 762 97 494 67 632 62 799 74 945 26 489 3 837 6 400 31 515 71
64 15 8002 521 21 986 60 949 68 252 66 919 20 977 62 433 88 866 4 521 12 975 69 854 21 366 74 174 24 591 55 619 56
65 15 8581 965 12 648 11 647 20 489 72 858 84 707 41 528 52 225 97 420 89 658 97 923 84 912 61 958 92 957 71 832 14
66 15 8505 513 60 993 33 323 96 870 24 759 76 471 5 576 40 860 68 902 60 914 44 691 66 951 87 954 100 193 17 662 51
67 15 8538 995 67 146 5 768 99 222 48 864 13 744 11 588 12 631 29 997 61 891 42 891 47 963 81 544 94 919 97 510 85
68 15 7304 390 37 811 78 407 51 272 66 758 86 489 75 477 45 487 2 661 99 517 40 942 62 798 32 490 35 928 69 703 31
69 15 8270 679 43 978 53 950 91 821 100 109 70 52 39 771 63 909 16 643 32 682 21 967 37 895 54 905 12 575 86 402 17
70 15 8155 476 11 952 34 707 94 541 8 549 27 946 21 148 70 975 85 970 63 835 98 203 30 413 33 764 40 992 54 723 91
71 15 8066 578 94 659 57 894 54 753 65 531 82 690 96 111 15 789 46 895 63 764 40 717 78 773 28 644 80 622 33 663 19
72 15 8276 589 21 369 88 683 18 946 83 991 13 171 30 902 7 620 53 883 60 276 77 853 100 620 34 522 16 970 34 950 38
73 15 7567 510 30 729 15 705 92 488 37 681 98 525 93 563 83 533 13 652 31 627 4 470 12 999 100 749 54 868 15 360 18
74 15 8330 929 92 970 82 799 14 801 50 731 79 69 6 756 38 501 53 291 40 963 25 960 42 881 46 357 62 719 19 686 45
75 15 7866 438 24 914 2 775 44 968 5 896 17 836 59 430 100 478 81 390 37 517 3 636 78 564 42 847 24 548 14 596 11
76 15 8248 134 99 879 37 590 71 738 63 870 71 958 80 671 41 542 74 494 46 782 100 129 64 840 54 959 98 941 64 783 98
77 15 7351 920 56 688 17 185 71 827 78 843 50 769 61 433 95 486 81 927 99 529 74 555 31 221 93 577 19 342 68 887 63
78 15 8732 341 75 927 17 620 63 946 98 835 46 713 54 946 32 571 33 699 17 600 81 934 1 657 99 568 48 979 74 579 60
79 15 8181 896 38 540 82 645 79 686 18 926 20 928 62 467 32 999 54 172 7 931 29 576 24 428 33 683 4 586 59 764 12
80 15 7328 68 27 497 77 944 87 786 46 605 42 958 12 419 58 577 7 659 70 515 65 942 62 776 25 387 21 670 10 358 95
81 15 7657 304 78 828 71 212 81 891 58 733 82 436 43 891 21 756 50 640 46 451 90 657 77 568 95 874 54 518 24 813 78
82 15 7466 904 55 793 92 518 76 933 90 649 8 970 85 568 62 843 64 560 58 200 1 215 39 985 52 377 45 522 50 296 70
83 15 7380 638 91 489 58 352 68 754 5 459 1 687 16 571 64 764 83 962 19 126 64 932 44 990 84 808 64 238 97 455 63
84 15 8381 661 18 802 4 729 35 840 39 802 28 120 45 545 100 916 61 370 9 665 87 929 35 762 4 853 56 993 35 490 65
85 15 9099 895 16 514 20 603 56 970 70 791 98 832 2 225 82 668 86 940 18 941 50 976 49 862 58 980 74 951 38 226 18
86 15 8325 819 97 556 49 132 75 823 53 942 100 522 87 944 65 785 90 821 16 380 97 715 48 565 49 523 73 903 4 977 31
87 15 8077 265 38 924 71 900 61 414 3 822 57 501 67 894 48 896 41 595 97 873 10 843 11 920 80 87 47 784 78 379 85
88 15 8375 850 2 883 53 574 43 270 100 768 66 429 23 700 62 720 58 705 3 974 85 800 47 801 20 221 40 816 1 958 67
89 15 8498 917 34 858 38 795 22 942 2 476 20 198 27 980 14 442 46 811 6 816 1 670 76 880 10 925 64 450 12 463 88
90 15 9178 431 38 729 31 984 99 670 62 828 38 927 23 956 2 994 72 254 93 976 83 480 71 635 85 919 87 819 51 871 39
91 15 8509 960 47 265 67 312 40 774 25 831 17 458 3 626 33 954 72 1000 16 631 10 688 78 823 92 901 36 969 41 445 71
92 15 7663 139 57 637 89 509 56 686 33 788 7 771 90 534 90 667 59 510 18 935 52 982 92 126 2 584 67 966 24 745 55
93 15 9111 672 42 804 89 259 66 810 17 934 79 796 7 790 22 913 12 906 57 764 20 601 91 701 30 976 89 608 98 855 56
94 15 7620 555 33 1000 34 931 2 560 19 288 26 195 8 782 13 944 89 698 75 131 95 197 8 905 33 773 79 923 65 644 85
95 15 8835 708 57 984 23 834 22 959 99 622 2 891 2 885 35 659 7 958 12 283 62 243 70 997 36 412 60 868 76 741 35
96 15 5839 326 77 184 35 394 34 273 54 989 80 851 1 177 30 400 38 500 15 75 85 673 10 65 37 747 55 699 14 946 53
97 15 7248 143 13 635 63 884 25 615 88 629 82 304 35 780 85 668 5 785 22 634 10 752 26 609 100 411 33 699 38 513 90
98 15 8098 607 44 707 13 913 5 733 28 774 63 609 78 298 52 813 36 861 47 760 74 373 42 467 19 652 24 975 22 581 10
99 15 7568 644 98 663 58 971 75 658 81 497 8 124 34 922 38 852 7 115 25 540 42 663 69 682 31 782 28 393 42 954 7
100 15 8631 902 16 526 78 903 83 691 91 528 14 764 98 820 76 857 28 934 83 417 78 701 38 314 37 817 46 813 53 802 86
